route_no,total_demand,required_buses,bus_stops_covered
X595,1456,36,"TOLLGATE, THIRUVOTRIYUR TEMPLE,  THIRUVETRIYUR B.S,  ERNAVOOR GATE,  SATHIYAMOORTHY NAGAR,  JN., OF PONNERI RD, &ERANOO,  ANDAKUPPAM,  ECHANKUZHI,  NAPALAYAM,  KONDAKKARAI,  PATTAMANDIRI,  MINJUR B.D.O,  MINJUR,  NEITHAVOYAL,  VAYALUR,  KATTUR,  ABIRAMI MADAM,  KADAPAKKAM,  THATHANMANJI,  KATTUR ROAD JN.,  PERLIYAMBAKKAM,  POLLACHIAMMANKULAM,  PULICUT PANCHAYAT LIMIT, PAZHAVERKADU"
X595A,1462,36,"THIRUVETRIYUR B.S, ERNAVOOR GATE,  SATHIYAMOORTHY NAGAR,  JN., OF PONNERI RD, &ERANOO,  ANDAKUPPAM,  ECHANKUZHI,  NAPALAYAM,  KONDAKKARAI,  PATTAMANDIRI,  MINJUR B.D.O,  MINJUR R.S,  MINJUR,  NALLUR,  ELAVAMBEDU,  PULIKULAM,  THIRUVENGADAPURAM,  PONNERI,  CHINNAKUVANAM,  UPPALAYAM,  KAVALPATHY,  MEDHUR,  KANCHIVOYAL,  THIRUPALAIVANAM,  KATTUR ROAD JN.,  PERLIYAMBAKKAM,  POLLACHIAMMANKULAM,  PULICUT PANCHAYAT LIMIT, PAZHAVERKADU"
X65V,1461,36,"POONAMALLEE, KARAYANCAHVADI,  SENNEERKUPPAM,  MELPAKKAM,  GOVARDANAGIRI,  AVADI MOSQUE,  AVADI CIRCLE,  KOILPATHAGAI(BHARATHI NAG,  POLYTECHNIC,  THIRUMULLAIVOAYL,  AMB OT,  DUNLOP,  AMBATHUR ESTATE,  LUCAS TVS,  NATHAMUNI TALKIES, VILLIVAKKAM"
X66P,1459,36,"TAMBARAM, T.B.SANATORIUM,  CHROMPET,  PALLAVARAM,  PAMMAL,  ANAKAPUTHUR,  ANDAKUPPAM,  KUNDRATHUR B.S,  KOLLAICHERI,  SIKKARAYAPURAM,  MANGADU,  KUMUNANCHAVADI,  POONAMALLEE,  PARIVAKKAM,  KOLAPPANCHERY,  CHITTUKADU,  ANNAMBEDU,  THANDARAI, PATTABIRAM"
X71A,1471,36,"AVADI, POLYTECHNIC,  THIRUMULLAIVOAYL,  AMB OT,  DUNLOP,  AMBATHUR ESTATE,  LUCAS TVS,  THIRUMANGALAM,  KOYAMBEDU SCHOOL,  M.M.D.A.COLONY,  JN OF III AND 1ST AVE,  JAFFARKHAN PET,  CIPET,  ST THOMAS MOUNT,  MENAMABAKKAM OLD AIRPORT,  THIRUSOOLAM NATIONAL AIRP,  PALLAVARAM,  CHROMPET,  T.B.SANATORIUM,  TAMBARAM,  IRUMBULIYUR,  PERUNGULATHUR,  VANDALOOR, VANDALOOR ZOO"
X71C,971,24,"KOYMABEDU MARKET, KOYAMBEDU P.S,  M.M.D.A.COLONY RD.JN.,  JN OF III AND 1ST AVE,  JAFFARKHAN PET,  CIPET,  ST THOMAS MOUNT PO,  MENAMABAKKAM OLD AIRPORT,  THIRUSOOLAM NATIONAL AIRP,  PALLAVARAM,  CHROMPET,  T.B.SANATORIUM,  TAMBARAM,  TAMBARAM EAST,  CONVENT,  MAHALAKSHMI NAGAR,  SRINIVASA NAGAR,  MADAMBAKKAM KOIL,  NOOTHANCHERI,  NOOTHANCHERI CROSS RD.,  MADURAPAKKAM,  PONMAR,  MAMBAKKAM TEMPLE, MAMBAKKAM"
XA21,1461,36,"TAMBARAM, T.B.SANATORIUM,  CHROMPET,  PALLAVARAM NEW BRIDGE,  VELS UNIVERSITY,  D.J.MAT.SCHOOL,  ECHANKADU,  SUNNAMBU KOLATHUR,  KAMATCHI HOSPITAL,  231 K.V.TOWER,  THORAPAKKAM CHECKPOST,  THORAPPAKKAM TEA SHOP,  KANDANCHAVADI,  SRP TOOLS, THIRUVANMIYUR"
XA21ET,1467,36,"OKKIYAM THORAIPAKKAM SEC., D.B.JAIN COLLEGE,  THORAPAKKAM CHECKPOST,  231 K.V.TOWER,  KAMATCHI HOSPITAL,  SUNNAMBU KOLATHUR,  ECHANKADU,  D.J.MAT.SCHOOL,  VELS UNIVERSITY,  PALLAVARAM NEW BRIDGE,  CHROMPET,  T.B.SANATORIUM,  TAMBARAM,  IRUMBULIYUR,  PERUNGULATHUR,  VANDALOOR,  VANDALOOR ZOO,  OORAPAKKAM SCHOOL,  PALAKKA COMPANY, GUDUVANCHERY"
XA21V,1474,36,"VANDALOOR ZOO, VANDALOOR,  PERUNGULATHUR,  IRUMBULIYUR,  TAMBARAM,  T.B.SANATORIUM,  CHROMPET,  PALLAVARAM NEW BRIDGE,  VELS UNIVERSITY,  D.J.MAT.SCHOOL,  ECHANKADU,  SUNNAMBU KOLATHUR,  KAMATCHI HOSPITAL,  231 K.V.TOWER,  THORAPAKKAM CHECKPOST,  THORAPPAKKAM TEA SHOP,  KANDANCHAVADI,  SRP TOOLS, THIRUVANMIYUR"
XA47,983,24,"THIRUVANMIYUR, ADAYAR DEPOT,  ADAYAR B.S.,  ENG.COLLEGE,  CONCORDE,  SAIDAPET,  T.NAGAR,  VIVEK & CO (KRISHNAN KOIL,  VIDYODAYA,  PUSHPA NAGAR,  NUNGAMBAKKAM R.S,  HOTEL ARUN,  ANNA NAGAR CIRCLE,  THIRUMANGALAM,  LUCAS TVS,  AMBATHUR ESTATE,  DUNLOP,  AMB OT,  THIRUMULLAIVOAYL,  POLYTECHNIC, AVADI"
XC21,1469,36,"BROADWAY, SECRETARIAT,  CHEPAUK,  Q.M.C,  FORE SHORE ESTATE,  LATTICE BRIDGE RD. JN.,  A.M.S.HOSPITAL,  ADAYAR O.T.,  LATTICE BRIDGE RD. JN.,  KANDANCHAVADI,  THORAPPAKKAM TEA SHOP,  MOOTAKARAN CHAVADI,  KARAPAKKAM,  SOZHINGANALLUR P.U.OFFICE,  JN.OF PERUMBKM&NOOKAM VIL,  PERUMBAKKAM COLONY(INDRAN,  NOOKAMPALAYAM VILLAGE,  ARASANKAZHANI, OTTIAMBAKKAM"
XC71,1453,36,"RED HILLS, AAYURVEDA ASHRAMAM,  KAVANGARAI,  KATHIRVEDU,  VINAYAGAPURAM,  MALLIGAI NAGAR AVE,  WATER PIPE THANTHANKUPPAM,  WEELS INDIA RD.JN.,  THIRUMANGALAM,  KOYAMBEDU SCHOOL,  M.M.D.A.COLONY RD.JN.,  JN OF III AND 1ST AVE,  JAFFARKHAN PET,  CIPET, GUINDY TVK ESTATE"
XD41,491,12,"THIRUVANMIYUR, ADAYAR DEPOT,  ADAYAR O.T.,  A.M.S.HOSPITAL,  MANDAVELI,  ADYAR GATE,  DEFENCE QUARTERS,  D.M.S,  STERLING ROAD,  TAYLORS ROAD,  AMINIJIKARAI,  ANNA NAGAR CIRCLE,  THIRUMANGALAM,  LUCAS TVS,  JN.OF CENTRAL AVENUE&ERIK,  VINAYAGAR KOIL,  DUNLOP, AMB OT"
XD51,1453,36,"HIGH COURT, CENTRAL,  PERIYAR BRIDGE,  T.V.S,  D.M.S,  S.H.B,  SAIDAPET,  CONCORDE,  JN.OF RACE COURSE RD,  GURUNANAK COLLEGE,  VELACHERY VIJAYA NAGAR,  MADIPAKKAM RD. JN.,  NARAYANAPURAM,  MEDAVAKKAM COLONY, MEDAVAKKAM"
XG71,1471,36,"VADAPALANI B.S, Jn.OF P.T.R Rd/KAMARAJ Rd,  JAFFARKHAN PET,  CIPET,  GUINDY TVK ESTATE,  ST THOMAS MOUNT PO,  MENAMABAKKAM OLD AIRPORT,  THIRUSOOLAM NATIONAL AIRP,  PALLAVARAM,  CHROMPET,  T.B.SANATORIUM,  TAMBARAM,  IRUMBULIYUR,  PERUNGULATHUR,  VANDALOOR,  VANDALOOR ZOO,  OORAPAKKAM SCHOOL,  PALAKKA COMPANY, GUDUVANCHERY"
XH21,1462,36,"BROADWAY, SECRETARIAT,  CHEPAUK,  Q.M.C,  FORE SHORE ESTATE,  A.M.S.HOSPITAL,  ADAYAR O.T.,  ADAYAR DEPOT,  SRP TOOLS,  KANDANCHAVADI,  THORAPPAKKAM TEA SHOP,  MOOTAKARAN CHAVADI,  KARAPAKKAM,  SOZHINGANALLUR P.U.OFFICE,  KUMARAN NAGAR,  NUCLEUS COMPANY, CHEMMANCHERY S.C.B."
XH51ET,1468,36,"BROADWAY, SECRETARIAT,  CHEPAUK,  Q.M.C,  Y.M.I.A,  MANDAVELI,  A.M.S.HOSPITAL,  ADAYAR B.S.,  ADAYAR DEPOT,  LATTICE BRIDGE RD. JN.,  I.R.T. RD.JN.,  VELACHERY VIJAYA NAGAR,  MADIPAKKAM RD. JN.,  NARAYANAPURAM,  MEDAVAKKAM COLONY,  Q.M ARTS (MEN),  S.I.V.E.T,  MAHALAKSHMI NAGAR,  CONVENT,  BHARATHA MATHA ST,  NATIONAL HIGH SCHOOL,  VARADHARAJA THEATER, CHITLAPAKKAM B.S"
XL51,1462,36,"C.M.B.T., M.M.D.A.COLONY RD.JN.,  JN OF III AND 1ST AVE,  JAFFARKHAN PET,  CIPET,  GUINDY R.S,  CONCORDE,  JN.OF RACE COURSE RD,  GURUNANAK COLLEGE,  VIJAYA NAGAR,  MADIPAKKAM RD. JN.,  NARAYANAPURAM,  MEDAVAKKAM COLONY,  VEERABADRA NAGAR,  JN.OF MAMBAKKAM & O.BAKKA,  CHITHALAPAKKAM,  ARASANKAZHANI, OTTIAMBAKKAM"
XM21B,491,12,"CHROMPET, KUMARAN KUNDRAM,  HASTHINAPURAM,  JAYENDIRA NAGAR,  S.I.V.E.T,  JN.OF.VLY-TBM RD&MVKM-K.K,  MEDAVAKKAM COLONY,  NARAYANAPURAM,  MADIPAKKAM RD. JN., VIJAYA NAGAR"
XM253,1461,36,"AMINIJIKARAI, NADUVANKARAI,  ARUMBAKKAM,  NERKUNDRAM,  MADURAVOYAL,  VAANAGARAM,  VELAPPANCHAVADI,  KUMUNANCHAVADI,  POONAMALLEE,  VARADARAJA PURAM,  THIRUMALISAI, VELLAVEDU"
XM271,1456,36,"AMBATHUR ESTATE, MOGAIPAIR ROAD JN.,  THIRUMANGALAM,  KOYAMBEDU SCHOOL,  M.M.D.A.COLONY,  JN OF III AND 1ST AVE,  JAFFARKHAN PET,  CIPET,  GUINDY R.S,  CONCORDE,  GUINDY RACE COURCE OFFICE,  SECRETARIAT COLONY,  KAKKAN BRIDGE,  BRINDAVAN COLONY, PUZHITHIVAKKAM B.S"
XM37B,1465,36,"VADAPALANI B.S, TRUSTPURAM,  VETERINARY HOSPITAL,  STERLING ROAD,  TAYLORS ROAD,  KILPAUK GARDEN,  KELLEYS,  TB HOSPITAL,  JAMALAYA,  VEENUS, T.V.K.NAGAR"
XM71C,976,24,"KOYMABEDU MARKET, KOYAMBEDU P.S,  M.M.D.A.COLONY RD.JN.,  JN OF III AND 1ST AVE,  JAFFARKHAN PET,  CIPET,  GUINDY TVK ESTATE,  ST THOMAS MOUNT PO,  MENAMABAKKAM OLD AIRPORT,  THIRUSOOLAM NATIONAL AIRP,  PALLAVARAM,  CHROMPET,  T.B.SANATORIUM, TAMBARAM"
XM71D,1468,36,"ELANGO NAGAR OFFICER COLO, COLLECTOR NAGAR,  THIRUMANGALAM,  KOYAMBEDU SCHOOL,  M.M.D.A.COLONY RD.JN.,  JN OF III AND 1ST AVE,  JAFFARKHAN PET,  CIPET, GUINDY R.S"
XM71ET,1458,36,"C.M.B.T., M.M.D.A.COLONY RD.JN.,  JN OF III AND 1ST AVE,  JAFFARKHAN PET,  CIPET,  GUINDY R.S,  CONCORDE,  JN.OF RACE COURSE RD,  GURUNANAK COLLEGE,  VIJAYA NAGAR,  VELACHERY MRTS,  VIJAYA NAGAR, VELACHERY TNHB"
XM71N,973,24,"KOYMABEDU MARKET, KOYAMBEDU P.S,  M.M.D.A.COLONY RD.JN.,  VADAPALANI P.S,  TRUSTPURAM,  T.NAGAR,  SAIDAPET,  GUINDY R.S,  ST THOMAS MOUNT PO,  ALANDUR DEPOT,  THILLAI GANGA NAGR IIND M,  CHIDAMBARAM STORES, NANGANALLUR"
XR21,1453,36,"HIGH COURT, SECRETARIAT,  CHEPAUK,  Q.M.C,  FORE SHORE ESTATE,  A.M.S.HOSPITAL,  ADAYAR O.T.,  ADAYAR DEPOT,  SRP TOOLS,  I.R.T. RD.JN.,  VIJAYA NAGAR,  MADIPAKKAM RD. JN.,  KAMATCHI HOSPITAL,  SUNNAMBU KOLATHUR,  ECHANKADU,  D.J.MAT.SCHOOL,  VELS UNIVERSITY,  PALLAVARAM NEW BRIDGE, PALLAVARAM"
XS21,1468,36,"BROADWAY, SECRETARIAT,  CHEPAUK,  Q.M.C,  FORE SHORE ESTATE,  A.M.S.HOSPITAL,  ADAYAR O.T.,  ADAYAR DEPOT,  SRP TOOLS,  KANDANCHAVADI,  THORAPPAKKAM TEA SHOP, OKKIYAM THORAIPAKKAM SEC."
XT151K,1471,36,"TAMBARAM EAST, CONVENT,  MAHALAKSHMI NAGAR,  S.I.V.E.T,  JN.OF.VLY-TBM RD&MVKM-K.K,  PALLAVAN NAGAR,  PERUMBAKKAM LIMIT,  SHOZHANGANALLUR,  WATER SUPPLY HEAD WORK,  PANAIYUR,  UTHANDI VILLAGE,  KANATHUR,  NATURE CARE HOSPITAL,  MUTTUKKADU,  MUTTUKKADU BOAT YARD, KOVALAM"
XT21,1467,36,"BROADWAY, SECRETARIAT,  CHEPAUK,  Q.M.C,  FORE SHORE ESTATE,  A.M.S.HOSPITAL,  ADAYAR O.T.,  INDIRA NAGAR,  LATTICE BRIDGE,  KANDANCHAVADI,  THORAPPAKKAM TEA SHOP,  THORAPPAKKAM P.T.C COLONY, KANNAGI NAGAR S.C.BOARD"
Z111,1461,36,"THIRUVETRIYUR B.S, THRUVOTRIYUR TEMPLE,  THANGAL,  ANNA NAGAR,  ROYAPURAM P.S,  CLIVE BATTERY,  PARRYS,  CENTRAL,  DASAPRAKASH,  TAYLORS ROAD,  AMINIJIKARAI,  NADUVANKARAI,  ARUMBAKKAM,  NERKUNDRAM,  MADURAVOYAL,  VAANAGARAM,  VELAPPANCHAVADI,  KUMUNANCHAVADI, POONAMALLEE"
Z114,1461,36,"RED HILLS, AAYURVEDA ASHRAMAM,  KAVANGARAI,  CYCLE SHOP,  BUS BAY-17TH KM,  MALLIGAI NAGAR AVE,  WATER PIPE THANTHANKUPPAM,  WEELS INDIA RD.JN.,  THIRUMANGALAM,  KOYAMBEDU SCHOOL,  M.M.D.A.COLONY RD.JN.,  JN OF III AND 1ST AVE,  JAFFARKHAN PET,  CIPET,  ST THOMAS MOUNT PO,  MENAMABAKKAM OLD AIRPORT,  THIRUSOOLAM NATIONAL AIRP,  PALLAVARAM,  CHROMPET,  T.B.SANATORIUM,  TAMBARAM,  IRUMBULIYUR,  PERUNGULATHUR,  VANDALOOR, VANDALOOR ZOO"
Z11H,979,24,"BROADWAY, SECRETARIAT,  CHEPAUK,  ANNA ROAD P.O./DAMS ROAD,  T.V.S,  D.M.S,  PONDY BAZAAR,  ANJUGAM SCHOOL,  GOVT. GIRLS H.SC,  JN.OF RACE COURSE RD,  MUTHUMARIAMMAN KOIL,  VIRUGAMBAKKAM,  VALASARAVAKKAM,  PORUR, AYYAPPAN THANGAL"
Z12B,1461,36,"VADAPALANI B.S, TRUSTPURAM,  BHARATHI NAGAR(PERIYAR PA,  PONDY BAZAAR,  F.C.I OLD,  LUZ,  SANTHOME P.O, FORE SHORE ESTATE"
Z21H,1459,36,"BROADWAY, SECRETARIAT,  CHEPAUK,  Q.M.C,  FORE SHORE ESTATE,  A.M.S.HOSPITAL,  ADAYAR O.T.,  INDIRA NAGAR WATER TANK,  LATTICE BRIDGE RD. JN.,  KANDANCHAVADI,  THORAPPAKKAM TEA SHOP,  MOOTAKARAN CHAVADI,  KARAPAKKAM,  SOZHINGANALLUR P.U.OFFICE,  KUMARAN NAGAR,  CHEMMAN CHERI,  NAVALUR,  CHURCH,  PALAVASTHIC CHEMICALS,  HINDUSTAL EGG. COLLEGE, KELAMBAKKAM"
Z27B,1458,36,"C.M.B.T., ARUMBAKKAM,  NADUVANKARAI,  AMINIJIKARAI,  TAYLORS ROAD,  TB HOSPITAL,  EGMORE,  PERIYAR BRIDGE,  TRIPLICANE O.T (CORPN. SC, ANNA SQUARE"
Z29C,1472,36,"PERAMBUR R.S, JAMALAYA,  SHIVASHANMUGAPURAM,  LADY MCTM SCHOOL/MILLERS,  K.M.C,  STERLING Rd/METEOROLOGY D,  U.S.I.S.,  Y.M.I.A,  MANDAVELI,  A.M.S.HOSPITAL,  ADAYAR O.T.,  ADAYAR DEPOT, THIRUVANMIYUR"
Z47A,1462,36,"I.C.F, KILPAUK GARDEN,  TAYLORS ROAD,  STERLING ROAD,  VIDYODAYA,  PONDY BAZAAR,  T.NAGAR,  SAIDAPET,  CONCORDE,  ENG.COLLEGE,  ADAYAR B.S.,  ADAYAR DEPOT, THIRUVANMIYUR"
Z599,1465,36,"T.NAGAR, SAIDAPET,  ENG.COLLEGE,  ADAYAR B.S.,  ADAYAR DEPOT,  THIRUVANMIYUR,  KOTTIVAKKAM,  PALAVAKKAM,  NEELANKARAI,  VETTUVANKANNI,  CHOLA MANDAL,  INJAMBAKKAM,  PANAIYUR,  UTHANDI VILLAGE,  KANATHUR,  NATURE CARE HOSPITAL,  MUTTUKKADU,  MUTTUKKADU BOAT YARD,  KOVALAM,  CHEMMANCHERI KUPPAM,  THIRUVEDANTHAI,  VADANEMILI,  PERIYAL NEMBILI VILLAGE,  SULERIKADU,  KRISHNA KARANAI,  PATTIKULAM COLONY,  ILLANTHOPE,  SALAVANKUPPAM/DEVANORI,  SCULPTURE ARTS COLLEGE, MAMALLAPURAM"
Z71A,1471,36,"AVADI, POLYTECHNIC,  THIRUMULLAIVOAYL,  AMB OT,  DUNLOP,  AMBATHUR ESTATE,  LUCAS TVS,  THIRUMANGALAM,  KOYAMBEDU SCHOOL,  M.M.D.A.COLONY,  JN OF III AND 1ST AVE,  JAFFARKHAN PET,  CIPET,  ST THOMAS MOUNT PO,  MENAMABAKKAM OLD AIRPORT,  THIRUSOOLAM NATIONAL AIRP,  PALLAVARAM,  CHROMPET,  T.B.SANATORIUM,  TAMBARAM,  IRUMBULIYUR,  PERUNGULATHUR,  VANDALOOR, VANDALOOR ZOO"
ZA11,1471,36,"CENTRAL, P.OR & SONS,  WESLEY H.S,  Y.M.I.A,  MANDAVELI,  A.M.S.HOSPITAL,  ADAYAR O.T.,  ADAYAR DEPOT, THIRUVANMIYUR"
ZA51,1468,36,"HIGH COURT, CENTRAL,  PERIYAR BRIDGE,  T.V.S,  D.M.S,  S.H.B,  SAIDAPET,  CONCORDE,  GUINDY RACE COURCE OFFICE,  GURUNANAK COLLEGE,  VIJAYA NAGAR,  MADIPAKKAM RD. JN.,  NARAYANAPURAM,  MEDAVAKKAM COLONY,  JN.OF.VLY-TBM RD&MVKM-K.K,  S.I.V.E.T,  MEDAVAKKAM COLONY,  CONVENT, TAMBARAM EAST"
15ANS,1459,36,"BROADWAY, SECRETARIAT,  CHEPAUK,  Q.M.C,  FORE SHORE ESTATE,  A.M.S.HOSPITAL,  ADAYAR O.T.,  INDIRA NAGAR WATER TANK,  LATTICE BRIDGE RD. JN.,  KANDANCHAVADI,  THORAPPAKKAM TEA SHOP,  MOOTAKARAN CHAVADI,  KARAPAKKAM,  SOZHINGANALLUR P.U.OFFICE,  KUMARAN NAGAR,  CHEMMAN CHERI,  NAVALUR,  CHURCH,  PALAVASTHIC CHEMICALS,  HINDUSTAL EGG. COLLEGE, KELAMBAKKAM"
15B,981,24,"MYLAPORE, DEVANATHAN ST / MANDAVELI,  A.M.S.HOSPITAL,  ADAYAR B.S.,  ENG.COLLEGE,  CONCORDE,  SAIDAPET.,  T.NAGAR, T.NAGAR"
15C,1466,36,"BROADWAY, CENTRAL,  P.OR & SONS,  WESLEY H.S,  C.I.T.COLONY,  ADYAR GATE,  KOTTURPURAM,  KOTTUR NSK STATUE,  WOMEN'S POLYTECHNIC, TARAMANI"
15E,1466,36,"VADAPALANI B.S, Jn.OF P.T.R Rd/KAMARAJ Rd,  MUTHUMARIAMMAN KOIL,  KALAIGNAR NAGAR,  JAFFARKHAN PET,  SRINIVASA THEATER,  SAIDAPET,  CONCORDE,  ENG.COLLEGE,  ADAYAR B.S.,  ADAYAR DEPOT, BESANT NAGAR"
17E,1474,36,"BROADWAY, CENTRAL,  CHOOLAI P.O,  KELLEYS,  KILPAUK GARDEN,  ANNA NAGAR CIRCLE,  THIRUMANGALAM,  MOGAIPAIR ROAD JN.,  MOGAPAIR WEST, KAVIARASU KANNADASAN NAGA"
17G,1474,36,"BROADWAY, CENTRAL,  DOVETON,  P1.POLICE STATION,  VYASARPADI,  PERAMBUR MARKET,  MOOLAKADAI,  SIDCO,  KAVIARASU KANNADASAN NAGA, KAVIARASU KANNADASAN NAGA"
17K,1482,37,"PADIKUPPAM, CENTRAL,  DOVETON,  KELLEYS,  KILPAUK GARDEN,  ANNA NAGAR CIRCLE,  THIRUMANGALAM, BROADWAY"
17S,985,24,"THIRUVANMIYUR, LATTICE BRIDGE RD. JN,  I.R.T. RD.JN.,  VIJAYA NAGAR,  GURUNANAK COLLEGE,  JN.OF RACE COURSE RD,  CONCORDE,  SAIDAPET,  SRINIVASA THEATER,  SAIDAPET WEST,  Q.M.C,  FORE SHORE ESTATE,  CONVENT,  TAMBARAM EAST,  A.M.S.HOSPITAL, SAIDAPET WEST"
114CT,1457,36,"RED HILLS, AAYURVEDA ASHRAMAM,  KAVANGARAI,  CYCLE SHOP,  BUS BAY-17TH KM,  MALLIGAI NAGAR AVE,  WATER PIPE THANTHANKUPPAM,  WEELS INDIA RD.JN.,  THIRUMANGALAM,  KOYAMBEDU SCHOOL,  KOYAMBEDU P.S,  KOYMABEDU MARKET, C.M.B.T."
114P,978,24,"PADIYANALLUR, RED HILLS,  AAYURVEDA ASHRAMAM,  KAVANGARAI,  CYCLE SHOP,  BUS BAY-17TH KM,  MALLIGAI NAGAR AVE,  WATER PIPE THANTHANKUPPAM,  WEELS INDIA RD.JN.,  THIRUMANGALAM,  KOYAMBEDU SCHOOL,  KOYAMBEDU P.S, KOYMABEDU MARKET"
114S,981,24,"SEEMAVARAM, CHINNAMADIYOOR,  THANDAVARAYAN PALAYAM,  KANNIAMPALAYAM,  PUDUKUPPAM,  NERKUNDRAM,  SOTHUPERMEDU,  KARANODAI SCHOOL,  SHOLAVARAM P.S.,  SEMILIVARAM,  PADIYANALLUR,  RED HILLS,  AAYURVEDA ASHRAMAM,  KAVANGARAI,  CYCLE SHOP,  BUS BAY-17TH KM,  MALLIGAI NAGAR AVE,  WATER PIPE THANTHANKUPPAM,  WEELS INDIA RD.JN.,  THIRUMANGALAM,  KOYAMBEDU SCHOOL,  KOYAMBEDU P.S, KOYMABEDU MARKET"
116,1481,37,"BROADWAY, PARRYS,  CLIVE BATTERY,  V. NAGAR,  SATHIYAMOORTHY NAGAR,  M.K.B.NAGAR,  SIDCO,  MOSQUE, MUTHAMIL NAGAR"
11G,984,24,"BROADWAY, CENTRAL,  P.OR & SONS,  T.V.S,  D.M.S,  PONDY BAZAAR,  ANJUGAM SCHOOL,  GOVT. GIRLS H.SC,  Jn.OF P.T.R Rd/KAMARAJ Rd,  MUTHUMARIAMMAN KOIL, KALAIGNAR NAGAR WEST"
11H,979,24,"BROADWAY, SECRETARIAT,  CHEPAUK,  ANNA ROAD P.O./DAMS ROAD,  T.V.S,  D.M.S,  PONDY BAZAAR,  ANJUGAM SCHOOL,  GOVT. GIRLS H.SC,  Jn.OF P.T.R Rd/KAMARAJ Rd,  MUTHUMARIAMMAN KOIL,  VIRUGAMBAKKAM,  VALASARAVAKKAM,  PORUR, AYYAPPAN THANGAL"
12,1471,36,"T.NAGAR, PONDY BAZAAR,  F.C.I OLD,  LUZ,  Y.M.I.A, V.HOUSE"
121NS,1478,36,"BROADWAY, CENTRAL,  DHARMAPRAKASH/PETROL BUNK,  KELLEYS,  SAYANI/AYNAVARAM,  KAMABAR ARANGAM,  NATHAMUNI TALKIES,  LUCAS TVS,  AMBATHUR ESTATE,  DUNLOP,  AMB OT,  THIRUMULLAIVOAYL,  POLYTECHNIC, AVADI"
12B,984,24,"BROADWAY, CENTRAL,  P.OR & SONS,  T.V.S,  D.M.S,  PONDY BAZAAR,  ANJUGAM SCHOOL,  GOVT. GIRLS H.SC,  Jn.OF P.T.R Rd/KAMARAJ Rd,  MUTHUMARIAMMAN KOIL, KALAIGNAR NAGAR WEST"
12BET,972,24,"FORE SHORE ESTATE, SANTHOME P.O,  LUZ,  F.C.I OLD,  PONDY BAZAAR,  BHARATHI NAGAR(PERIYAR PA,  TRUSTPURAM,  VADAPALANI B.S,  VIRUGAMBAKKAM,  CHINMAYA NAGAR, KOYMABEDU MARKET"
12BNS,1461,36,"VADAPALANI B.S, TRUSTPURAM,  BHARATHI NAGAR(PERIYAR PA,  PONDY BAZAAR,  F.C.I OLD,  LUZ,  SANTHOME P.O, FORE SHORE ESTATE"
12C,1472,36,"SALIGRAMAN, VADAPALANI B.S,  PICTURE POST,  FIVE LAMPS,  T.NAGAR,  SOUTH BOAG & S.EAST BOAG,  DEFENCE QUARTERS,  ADYAR GATE,  CEMENTRY (MANDAVELI), MYLAPORE"
142,1471,36,"PERAMBUR B.S, VEENUS,  S.R.P. COLONY,  KOLATHUR, VINAYAGAPURAM"
142B,1465,36,"BROADWAY, CENTRAL,  DOVETON,  P1 P.S,  GANESH PURAM,  PERAMBUR B.S,  VEENUS,  S.R.P. COLONY, PEAVALLUR KUMARAN NAGAR"
147A,981,24,"T.NAGAR, PONDY BAZAAR,  VIDYODAYA,  STERLING RD./METROLOG. DE,  NUNGAMBAKKAM R.S,  HOTEL ARUN,  ANNA NAGAR CIRCLE,  THIRUMANGALAM,  FIRE STATION, MOGAPAIR EAST"
147CE,1469,36,"T.NAGAR, PONDY BAZAAR,  VIDYODAYA,  UTHAMAR GANDHISALAI (CORP,  STERLING ROAD,  NUNGAMBAKKAM R.S,  HOTEL ARUN,  ANNA NAGAR CIRCLE,  THIRUMANGALAM,  MOGAIPAIR ROAD JN.,  AMBATHUR ESTATE,  DUNLOP,  AYYAPPA NAGAR,  2ND WATER TANK ON SECOND, AYAPAKKAM"
157,1451,36,"THIRUVETRIYUR B.S, THIRUVOTRIYUR TEMPLE,  THANGAL,  TONDAIAYRPET,  KORUKKUPET,  SLUM CLEARANCE BOARD,  M.K.B.NAGAR EAST,  SARMA NAGAR,  MOOLAKADAI,  MADHAVARAM,  CYCLE SHOP,  KAVANGARAI,  AAYURVEDA ASHRAMAM, RED HILLS"
157C,1448,36,"C.M.B.T., KOYAMBEDU SCHOOL,  THIRUMANGALAM,  WEELS INDIA RD.JN.,  WATER PIPE THANTHANKUPPAM,  MALLIGAI NAGAR AVE,  BUS BAY-17TH KM,  CYCLE SHOP,  KAVANGARAI,  AAYURVEDA ASHRAMAM,  RED HILLS,  AZHINJIVAKKAM RD.JN.,  KUMMANUR,  BUDUR,  ARUMANDAI RD.JN.,  PUDUKUPPAM, GNAYARU"
157ET,1454,36,"THIRUVETRIYUR B.S, THIRUVOTRIYUR TEMPLE,  THANGAL,  TONDAIAYRPET,  KORUKKUPET P.S.,  SLUM CLEARANCE BOARD,  M.K.B.NAGAR,  SARMA NAGAR,  MOOLAKADAI,  MADHAVARAM,  CYCLE SHOP,  KAVANGARAI,  AAYURVEDA ASHRAMAM,  RED HILLS, PADIYANALLUR"
